run_id,algorithm,measure,stop_threshold,serial_threshold,cluster_count,a2a_to_acdc,cvg_to_acdc,output_rsf
1347,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,140_vs_30,_vs_,80.30690537,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
1348,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,140_vs_40,_vs_,82.51273345,0.4,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
1349,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,140_vs_50,_vs_,84.10819949,0.46,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
1350,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,140_vs_50,_vs_,84.10819949,0.46,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
1351,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,140_vs_60,_vs_,85.60606061,0.416666667,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
1352,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,140_vs_60,_vs_,85.60606061,0.416666667,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
1353,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,140_vs_70,_vs_,87.34283319,0.471428571,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
1354,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,140_vs_70,_vs_,87.34283319,0.471428571,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
1355,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,140_vs_80,_vs_,88.31385643,0.475,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
1356,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,140_vs_80,_vs_,88.31385643,0.475,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
1357,WCA_vs_LIMBO,UEM_vs_IL,50_vs_75,140_vs_80,_vs_,88.31385643,0.475,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
1358,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,140_vs_90,_vs_,88.86118038,0.422222222,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
1359,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,140_vs_90,_vs_,88.86118038,0.422222222,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
1360,WCA_vs_LIMBO,UEM_vs_IL,50_vs_75,140_vs_90,_vs_,88.86118038,0.422222222,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
1361,WCA_vs_LIMBO,UEM_vs_IL,75_vs_100,140_vs_100,_vs_,88.61754967,0.34,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
1362,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_100,_vs_,88.61754967,0.34,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
1363,WCA_vs_LIMBO,UEM_vs_IL,75_vs_50,140_vs_100,_vs_,88.61754967,0.34,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
1364,WCA_vs_LIMBO,UEM_vs_IL,75_vs_75,140_vs_100,_vs_,88.61754967,0.34,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
1365,WCA_vs_LIMBO,UEM_vs_IL,75_vs_100,140_vs_110,_vs_,89.0354493,0.318181818,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
1366,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_110,_vs_,89.0354493,0.318181818,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
1367,WCA_vs_LIMBO,UEM_vs_IL,75_vs_50,140_vs_110,_vs_,89.0354493,0.318181818,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
1368,WCA_vs_LIMBO,UEM_vs_IL,75_vs_75,140_vs_110,_vs_,89.0354493,0.318181818,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
1369,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_25,_vs_,78.55617258,0.48,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
1370,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_30,_vs_,80.30690537,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
1371,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_40,_vs_,82.51273345,0.4,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
1372,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_50,_vs_,84.10819949,0.46,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
1373,WCA_vs_LIMBO,UEM_vs_IL,75_vs_50,140_vs_50,_vs_,84.10819949,0.46,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
1374,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_60,_vs_,85.60606061,0.416666667,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
1375,WCA_vs_LIMBO,UEM_vs_IL,75_vs_50,140_vs_60,_vs_,85.60606061,0.416666667,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
1376,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_70,_vs_,87.34283319,0.471428571,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
1377,WCA_vs_LIMBO,UEM_vs_IL,75_vs_50,140_vs_70,_vs_,87.34283319,0.471428571,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
1378,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_80,_vs_,88.31385643,0.475,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
1379,WCA_vs_LIMBO,UEM_vs_IL,75_vs_50,140_vs_80,_vs_,88.31385643,0.475,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
1380,WCA_vs_LIMBO,UEM_vs_IL,75_vs_75,140_vs_80,_vs_,88.31385643,0.475,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
1381,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,140_vs_90,_vs_,88.86118038,0.422222222,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
1382,WCA_vs_LIMBO,UEM_vs_IL,75_vs_50,140_vs_90,_vs_,88.86118038,0.422222222,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
1383,WCA_vs_LIMBO,UEM_vs_IL,75_vs_75,140_vs_90,_vs_,88.86118038,0.422222222,mapreduceclientcore_algo-wca_measure-uem_serial-140_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
1384,WCA_vs_LIMBO,UEM_vs_IL,100_vs_100,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
1385,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
1386,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
1387,WCA_vs_LIMBO,UEM_vs_IL,100_vs_75,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
1388,WCA_vs_LIMBO,UEM_vs_IL,100_vs_100,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
1389,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
1390,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
1391,WCA_vs_LIMBO,UEM_vs_IL,100_vs_75,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
1392,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_25,_vs_,78.30710336,0.52,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
1393,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_30,_vs_,80.05093379,0.466666667,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
1394,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_40,_vs_,82.24852071,0.425,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
1395,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_50,_vs_,83.83838384,0.48,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
1396,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,150_vs_50,_vs_,83.83838384,0.48,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
1397,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_60,_vs_,85.33109807,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
1398,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,150_vs_60,_vs_,85.33109807,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
1399,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_70,_vs_,87.1869783,0.5,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
1400,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,150_vs_70,_vs_,87.1869783,0.5,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
1401,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
1402,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
1403,WCA_vs_LIMBO,UEM_vs_IL,100_vs_75,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
1404,WCA_vs_LIMBO,UEM_vs_IL,100_vs_25,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
1405,WCA_vs_LIMBO,UEM_vs_IL,100_vs_50,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
1406,WCA_vs_LIMBO,UEM_vs_IL,100_vs_75,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-100.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
1407,WCA_vs_LIMBO,UEM_vs_IL,25_vs_100,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
1408,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
1409,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
1410,WCA_vs_LIMBO,UEM_vs_IL,25_vs_75,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
1411,WCA_vs_LIMBO,UEM_vs_IL,25_vs_100,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
1412,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
1413,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
1414,WCA_vs_LIMBO,UEM_vs_IL,25_vs_75,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
1415,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_25,_vs_,78.30710336,0.52,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
1416,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_30,_vs_,80.05093379,0.466666667,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
1417,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_40,_vs_,82.24852071,0.425,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
1418,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_50,_vs_,83.83838384,0.48,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
1419,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,150_vs_50,_vs_,83.83838384,0.48,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
1420,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_60,_vs_,85.33109807,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
1421,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,150_vs_60,_vs_,85.33109807,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
1422,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_70,_vs_,87.1869783,0.5,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
1423,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,150_vs_70,_vs_,87.1869783,0.5,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
1424,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
1425,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
1426,WCA_vs_LIMBO,UEM_vs_IL,25_vs_75,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
1427,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
1428,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
1429,WCA_vs_LIMBO,UEM_vs_IL,25_vs_75,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-25.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
1430,WCA_vs_LIMBO,UEM_vs_IL,50_vs_100,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
1431,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
1432,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-50.rsf
1433,WCA_vs_LIMBO,UEM_vs_IL,50_vs_75,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-75.rsf
1434,WCA_vs_LIMBO,UEM_vs_IL,50_vs_100,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-100.rsf
1435,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-25.rsf
1436,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-50.rsf
1437,WCA_vs_LIMBO,UEM_vs_IL,50_vs_75,150_vs_110,_vs_,89.28571429,0.390909091,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-110_stop-75.rsf
1438,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_25,_vs_,78.30710336,0.52,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-25_stop-25.rsf
1439,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_30,_vs_,80.05093379,0.466666667,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-30_stop-25.rsf
1440,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_40,_vs_,82.24852071,0.425,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-40_stop-25.rsf
1441,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_50,_vs_,83.83838384,0.48,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-25.rsf
1442,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,150_vs_50,_vs_,83.83838384,0.48,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-50_stop-50.rsf
1443,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_60,_vs_,85.33109807,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-25.rsf
1444,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,150_vs_60,_vs_,85.33109807,0.433333333,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-60_stop-50.rsf
1445,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_70,_vs_,87.1869783,0.5,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-25.rsf
1446,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,150_vs_70,_vs_,87.1869783,0.5,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-70_stop-50.rsf
1447,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-25.rsf
1448,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-50.rsf
1449,WCA_vs_LIMBO,UEM_vs_IL,50_vs_75,150_vs_80,_vs_,88.27930175,0.525,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-80_stop-75.rsf
1450,WCA_vs_LIMBO,UEM_vs_IL,50_vs_25,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-25.rsf
1451,WCA_vs_LIMBO,UEM_vs_IL,50_vs_50,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-50.rsf
1452,WCA_vs_LIMBO,UEM_vs_IL,50_vs_75,150_vs_90,_vs_,88.86589404,0.477777778,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-50.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-90_stop-75.rsf
1453,WCA_vs_LIMBO,UEM_vs_IL,75_vs_100,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-100.rsf
1454,WCA_vs_LIMBO,UEM_vs_IL,75_vs_25,150_vs_100,_vs_,88.87056884,0.41,mapreduceclientcore_algo-wca_measure-uem_serial-150_stop-75.rsf | mapreduceclientcore_algo-limbo_measure-il_serial-100_stop-25.rsf
